,Date,Open,High,Low,Close,V,OI
0,2023-04-03T09:15:00+0530,40695.8,40702.2,40536.15,40657.0,0,0
1,2023-04-03T10:15:00+0530,40659.5,40677.2,40580.7,40589.45,0,0
2,2023-04-03T11:15:00+0530,40588.1,40759.15,40562.3,40683.65,0,0
3,2023-04-03T12:15:00+0530,40684.25,40757.75,40651.05,40702.25,0,0
4,2023-04-03T13:15:00+0530,40700.95,40804.2,40685.4,40804.2,0,0
5,2023-04-03T14:15:00+0530,40804.1,40849.35,40755.0,40819.45,0,0
6,2023-04-03T15:15:00+0530,40817.1,40857.05,40795.4,40815.1,0,0
7,2023-04-05T09:15:00+0530,40972.3,40972.3,40815.45,40915.95,0,0
8,2023-04-05T10:15:00+0530,40916.45,40932.4,40814.15,40854.55,0,0
9,2023-04-05T11:15:00+0530,40855.9,40902.5,40843.55,40882.75,0,0
10,2023-04-05T12:15:00+0530,40883.75,41069.3,40877.6,41049.2,0,0
11,2023-04-05T13:15:00+0530,41045.8,41053.05,40895.6,40951.45,0,0
12,2023-04-05T14:15:00+0530,40950.0,41028.8,40913.85,40962.6,0,0
13,2023-04-05T15:15:00+0530,40967.15,41028.65,40958.3,41008.55,0,0
14,2023-04-06T09:15:00+0530,40940.7,41173.8,40821.9,41133.55,0,0
15,2023-04-06T10:15:00+0530,41138.0,41274.4,41069.7,41266.55,0,0
16,2023-04-06T11:15:00+0530,41262.5,41274.3,41061.25,41110.8,0,0
17,2023-04-06T12:15:00+0530,41111.2,41170.35,41083.2,41111.35,0,0
18,2023-04-06T13:15:00+0530,41107.95,41160.45,40944.0,40979.6,0,0
19,2023-04-06T14:15:00+0530,40976.15,41107.2,40965.5,41051.9,0,0
20,2023-04-06T15:15:00+0530,41050.7,41064.9,40981.45,41039.05,0,0
21,2023-04-10T09:15:00+0530,41116.15,41134.9,40876.35,40909.35,0,0
22,2023-04-10T10:15:00+0530,40911.05,40944.8,40849.7,40908.9,0,0
23,2023-04-10T11:15:00+0530,40903.6,41026.75,40838.0,40982.9,0,0
24,2023-04-10T12:15:00+0530,40984.2,41074.1,40962.55,40967.45,0,0
25,2023-04-10T13:15:00+0530,40971.45,41013.05,40847.55,40857.2,0,0
26,2023-04-10T14:15:00+0530,40858.35,40870.3,40730.0,40810.85,0,0
27,2023-04-10T15:15:00+0530,40816.5,40859.6,40774.6,40796.45,0,0
28,2023-04-11T09:15:00+0530,41232.0,41292.7,41026.25,41264.6,0,0
29,2023-04-11T10:15:00+0530,41272.45,41353.65,41218.6,41320.4,0,0
30,2023-04-11T11:15:00+0530,41317.25,41379.5,41270.95,41297.05,0,0
31,2023-04-11T12:15:00+0530,41293.25,41345.05,41232.75,41242.6,0,0
32,2023-04-11T13:15:00+0530,41244.9,41377.05,41238.4,41347.0,0,0
33,2023-04-11T14:15:00+0530,41346.85,41402.3,41306.7,41383.35,0,0
34,2023-04-11T15:15:00+0530,41386.25,41400.05,41342.3,41385.05,0,0
35,2023-04-12T09:15:00+0530,41426.0,41479.5,41334.85,41404.35,0,0
36,2023-04-12T10:15:00+0530,41403.1,41482.05,41387.8,41446.65,0,0
37,2023-04-12T11:15:00+0530,41447.05,41502.7,41418.9,41434.25,0,0
38,2023-04-12T12:15:00+0530,41432.2,41483.9,41416.0,41454.0,0,0
39,2023-04-12T13:15:00+0530,41453.0,41576.25,41450.0,41537.15,0,0
40,2023-04-12T14:15:00+0530,41534.15,41572.55,41467.0,41554.4,0,0
41,2023-04-12T15:15:00+0530,41555.25,41610.15,41544.55,41577.2,0,0
42,2023-04-13T09:15:00+0530,41680.1,41794.0,41504.1,41701.65,0,0
43,2023-04-13T10:15:00+0530,41703.6,41742.15,41581.8,41595.85,0,0
44,2023-04-13T11:15:00+0530,41594.25,41727.45,41564.1,41673.05,0,0
45,2023-04-13T12:15:00+0530,41669.5,41749.3,41591.85,41671.8,0,0
46,2023-04-13T13:15:00+0530,41670.25,41875.7,41658.75,41822.0,0,0
47,2023-04-13T14:15:00+0530,41823.15,42189.6,41812.85,42189.6,0,0
48,2023-04-13T15:15:00+0530,42188.1,42193.95,42111.35,42137.8,0,0
