,Date,Open,High,Low,Close,V,OI
0,2023-06-01T09:15:00+0530,44172.05,44172.05,43978.4,43982.35,0,0
1,2023-06-01T09:30:00+0530,43980.0,44087.05,43972.2,44053.05,0,0
2,2023-06-01T09:45:00+0530,44052.6,44148.05,44041.0,44094.95,0,0
3,2023-06-01T10:00:00+0530,44105.35,44114.85,44059.85,44063.95,0,0
4,2023-06-01T10:15:00+0530,44061.65,44108.6,44035.55,44094.35,0,0
5,2023-06-01T10:30:00+0530,44096.15,44132.15,44069.65,44091.95,0,0
6,2023-06-01T10:45:00+0530,44098.95,44119.9,44079.4,44106.85,0,0
7,2023-06-01T11:00:00+0530,44104.4,44115.7,44054.7,44107.65,0,0
8,2023-06-01T11:15:00+0530,44108.3,44124.05,44071.9,44080.6,0,0
9,2023-06-01T11:30:00+0530,44078.1,44114.0,44063.55,44109.65,0,0
10,2023-06-01T11:45:00+0530,44109.5,44141.8,44085.95,44089.5,0,0
11,2023-06-01T12:00:00+0530,44090.05,44101.55,44043.9,44065.2,0,0
12,2023-06-01T12:15:00+0530,44067.55,44126.15,44045.1,44122.7,0,0
13,2023-06-01T12:30:00+0530,44125.55,44164.0,44108.55,44125.25,0,0
14,2023-06-01T12:45:00+0530,44126.6,44128.2,44081.45,44107.8,0,0
15,2023-06-01T13:00:00+0530,44108.95,44143.6,44105.25,44142.8,0,0
16,2023-06-01T13:15:00+0530,44142.1,44171.1,44114.7,44152.7,0,0
17,2023-06-01T13:30:00+0530,44155.55,44177.95,44132.4,44146.05,0,0
18,2023-06-01T13:45:00+0530,44145.75,44149.55,44020.9,44031.9,0,0
19,2023-06-01T14:00:00+0530,44033.0,44074.4,44000.05,44010.0,0,0
20,2023-06-01T14:15:00+0530,44009.75,44015.85,43927.3,44005.4,0,0
21,2023-06-01T14:30:00+0530,44007.05,44010.75,43923.9,43932.6,0,0
22,2023-06-01T14:45:00+0530,43934.7,43978.9,43910.0,43941.35,0,0
23,2023-06-01T15:00:00+0530,43947.55,43950.5,43794.65,43794.65,0,0
24,2023-06-01T15:15:00+0530,43795.6,43801.15,43708.25,43790.0,0,0
25,2023-06-02T09:15:00+0530,43997.3,44039.9,43912.05,43950.6,0,0
26,2023-06-02T09:30:00+0530,43952.05,44007.4,43943.0,43994.2,0,0
27,2023-06-02T09:45:00+0530,43996.0,44011.65,43879.7,43879.7,0,0
28,2023-06-02T10:00:00+0530,43881.25,43908.15,43825.35,43848.95,0,0
29,2023-06-02T10:15:00+0530,43847.8,43869.75,43813.65,43840.6,0,0
30,2023-06-02T10:30:00+0530,43839.3,43904.0,43838.8,43879.8,0,0
31,2023-06-02T10:45:00+0530,43880.4,43936.3,43869.65,43911.3,0,0
32,2023-06-02T11:00:00+0530,43907.85,43935.05,43882.45,43933.9,0,0
33,2023-06-02T11:15:00+0530,43936.95,43938.8,43892.6,43921.05,0,0
34,2023-06-02T11:30:00+0530,43920.95,43997.85,43910.55,43963.55,0,0
35,2023-06-02T11:45:00+0530,43962.8,43988.2,43949.35,43976.35,0,0
36,2023-06-02T12:00:00+0530,43978.65,43995.35,43967.2,43967.25,0,0
37,2023-06-02T12:15:00+0530,43965.7,43976.15,43936.05,43965.15,0,0
38,2023-06-02T12:30:00+0530,43963.9,44005.6,43957.95,43973.05,0,0
39,2023-06-02T12:45:00+0530,43972.5,43999.95,43971.05,43985.2,0,0
40,2023-06-02T13:00:00+0530,43983.45,44061.15,43958.6,44042.15,0,0
41,2023-06-02T13:15:00+0530,44041.45,44071.75,44019.7,44066.2,0,0
42,2023-06-02T13:30:00+0530,44067.65,44074.65,44026.55,44061.85,0,0
43,2023-06-02T13:45:00+0530,44062.2,44088.9,44017.7,44044.35,0,0
44,2023-06-02T14:00:00+0530,44049.3,44072.0,43935.15,43957.9,0,0
45,2023-06-02T14:15:00+0530,43957.05,43957.05,43840.15,43910.7,0,0
46,2023-06-02T14:30:00+0530,43910.4,43924.15,43844.3,43877.7,0,0
47,2023-06-02T14:45:00+0530,43878.6,43947.8,43860.8,43945.2,0,0
48,2023-06-02T15:00:00+0530,43942.25,44020.75,43942.25,43950.9,0,0
49,2023-06-02T15:15:00+0530,43950.25,43961.35,43852.3,43880.75,0,0
50,2023-06-05T09:15:00+0530,44103.25,44217.5,44103.25,44206.9,0,0
51,2023-06-05T09:30:00+0530,44206.55,44215.4,44128.1,44198.5,0,0
52,2023-06-05T09:45:00+0530,44198.9,44245.7,44196.9,44219.05,0,0
53,2023-06-05T10:00:00+0530,44222.6,44238.3,44189.5,44198.75,0,0
54,2023-06-05T10:15:00+0530,44198.6,44230.0,44185.8,44186.65,0,0
55,2023-06-05T10:30:00+0530,44187.25,44188.8,44151.95,44166.25,0,0
56,2023-06-05T10:45:00+0530,44165.95,44212.55,44165.95,44203.3,0,0
57,2023-06-05T11:00:00+0530,44204.75,44254.7,44195.95,44243.7,0,0
58,2023-06-05T11:15:00+0530,44243.9,44261.95,44235.95,44260.45,0,0
59,2023-06-05T11:30:00+0530,44259.15,44260.05,44207.0,44219.1,0,0
60,2023-06-05T11:45:00+0530,44217.45,44227.5,44187.6,44189.9,0,0
61,2023-06-05T12:00:00+0530,44187.7,44215.95,44158.85,44206.25,0,0
62,2023-06-05T12:15:00+0530,44206.85,44220.35,44171.8,44205.15,0,0
63,2023-06-05T12:30:00+0530,44203.8,44207.8,44182.65,44201.5,0,0
64,2023-06-05T12:45:00+0530,44202.2,44226.15,44194.8,44218.45,0,0
65,2023-06-05T13:00:00+0530,44219.7,44223.55,44165.85,44186.65,0,0
66,2023-06-05T13:15:00+0530,44184.65,44245.9,44174.85,44215.05,0,0
67,2023-06-05T13:30:00+0530,44215.2,44223.7,44195.3,44214.05,0,0
68,2023-06-05T13:45:00+0530,44214.6,44251.15,44200.1,44244.95,0,0
69,2023-06-05T14:00:00+0530,44245.25,44265.25,44182.6,44201.45,0,0
70,2023-06-05T14:15:00+0530,44204.45,44216.25,44168.5,44192.75,0,0
71,2023-06-05T14:30:00+0530,44194.55,44213.05,44173.5,44174.6,0,0
72,2023-06-05T14:45:00+0530,44174.5,44194.75,44122.25,44151.65,0,0
73,2023-06-05T15:00:00+0530,44148.9,44153.85,44075.7,44122.3,0,0
74,2023-06-05T15:15:00+0530,44121.35,44149.3,44078.2,44099.75,0,0
75,2023-06-06T09:15:00+0530,44156.7,44181.95,44101.25,44179.05,0,0
76,2023-06-06T09:30:00+0530,44180.05,44187.0,44131.4,44150.65,0,0
77,2023-06-06T09:45:00+0530,44151.65,44165.75,44084.15,44104.75,0,0
