Datetime,Open,High,Low,Close,Volume,max_high,max_low,trand-line
2023-02-16 00:00:00-05:00,79.1500015258789,79.19999694824219,79.13999938964844,79.19000244140625,37,,,79.19999694824219
2023-02-16 00:05:00-05:00,79.18000030517578,79.19999694824219,79.16000366210938,79.19000244140625,96,,,79.19999694824219
2023-02-16 00:10:00-05:00,79.19000244140625,79.19999694824219,79.1500015258789,79.16000366210938,115,,,79.19999694824219
2023-02-16 00:15:00-05:00,79.16000366210938,79.16999816894531,79.1500015258789,79.1500015258789,50,,79.1500015258789,79.19999694824219
2023-02-16 00:20:00-05:00,79.13999938964844,79.1500015258789,79.12999725341797,79.1500015258789,83,,79.1500015258789,79.12999725341797
2023-02-16 00:25:00-05:00,79.16000366210938,79.18000030517578,79.13999938964844,79.16000366210938,67,,,79.13999938964844
2023-02-16 00:30:00-05:00,79.18000030517578,79.22000122070312,79.1500015258789,79.19999694824219,134,,,79.13999938964844
2023-02-16 00:35:00-05:00,79.19999694824219,79.19999694824219,79.16999816894531,79.16999816894531,43,,,79.13999938964844
2023-02-16 00:40:00-05:00,79.16999816894531,79.2300033569336,79.16999816894531,79.19999694824219,48,,,79.13999938964844
2023-02-16 00:45:00-05:00,79.20999908447266,79.23999786376953,79.19999694824219,79.23999786376953,44,,,79.13999938964844
2023-02-16 00:50:00-05:00,79.23999786376953,79.29000091552734,79.22000122070312,79.2300033569336,82,,,79.13999938964844
2023-02-16 00:55:00-05:00,79.2300033569336,79.31999969482422,79.2300033569336,79.30999755859375,153,,,79.13999938964844
2023-02-16 01:00:00-05:00,79.30999755859375,79.33000183105469,79.23999786376953,79.29000091552734,130,,,79.13999938964844
2023-02-16 01:05:00-05:00,79.26000213623047,79.2699966430664,79.22000122070312,79.25,111,,,79.13999938964844
2023-02-16 01:10:00-05:00,79.25,79.30999755859375,79.19999694824219,79.2300033569336,147,,,79.13999938964844
2023-02-16 01:15:00-05:00,79.2300033569336,79.31999969482422,79.2300033569336,79.27999877929688,94,,,79.13999938964844
2023-02-16 01:20:00-05:00,79.29000091552734,79.3499984741211,79.29000091552734,79.33999633789062,144,,,79.13999938964844
