Date,Unnamed: 0,Open,High,Low,Close,V,OI,correlation_close,Symbol,Qty,position,Buy/Sell,Entry Price,Exit Price,strategy_returns,returns
2023-06-01T13:00:00+0530,44080.96101226806,44108.95,44143.6,44105.25,44125.149999999994,0,0,50.112499999995634,,,,,,,0.0,500000.0
2023-06-01T13:15:00+0530,44093.10550613403,44142.1,44171.1,44114.7,44145.149999999994,0,0,47.67499999998836,,,,,,,0.0,500000.0
2023-06-01T13:30:00+0530,44103.902753067014,44155.55,44177.95,44132.4,44152.9875,0,0,51.712500000001455,,,,,,,0.0,500000.0
2023-06-01T13:45:00+0530,44118.15137653351,44145.75,44149.55,44020.9,44087.025,0,0,-8.58749999999418,,,,,,,0.0,500000.0
2023-06-01T14:00:00+0530,44069.52568826676,44033.0,44074.4,44000.05,44029.3625,0,0,-66.84999999999854,,,,,,,0.0,500000.0
2023-06-01T14:15:00+0530,44034.78784413338,44009.75,44015.85,43927.3,43989.575000000004,0,0,-101.75,Bank,25,-1,Sell,43989.575000000004,0,0.0,500000.0
2023-06-01T14:30:00+0530,43981.04392206669,44007.05,44010.75,43923.9,43968.575000000004,0,0,-138.11249999999563,,,,,,,0.0,500000.0
2023-06-01T14:45:00+0530,43952.47196103334,43934.7,43978.9,43910.0,43941.2375,0,0,-133.9375,,,,,,,0.0,500000.0
2023-06-01T15:00:00+0530,43931.23598051667,43947.55,43950.5,43794.65,43871.8375,0,0,-218.53749999999854,,,,,,,0.0,500000.0
2023-06-01T15:15:00+0530,43862.942990258336,43795.6,43801.15,43708.25,43773.75,0,0,-357.08750000000146,,,,,,,0.0,500000.0
2023-06-02T09:15:00+0530,43785.59649512917,43997.3,44039.9,43912.05,43974.9625,0,0,-136.04999999999563,,,,,,,0.0,500000.0
2023-06-02T09:30:00+0530,43848.823247564585,43952.05,44007.4,43943.0,43974.162500000006,0,0,-150.98749999998836,,,,,,,0.0,500000.0
2023-06-02T09:45:00+0530,43895.91162378229,43996.0,44011.65,43879.7,43941.7625,0,0,-203.3874999999971,,,,,,,0.0,500000.0
2023-06-02T10:00:00+0530,43887.80581189114,43881.25,43908.15,43825.35,43865.925,0,0,-287.0625,,,,,,,0.0,500000.0
2023-06-02T10:15:00+0530,43856.57790594557,43847.8,43869.75,43813.65,43842.950000000004,0,0,-244.0749999999971,,,,,,,0.0,500000.0
2023-06-02T10:30:00+0530,43835.11395297278,43839.3,43904.0,43838.8,43865.475000000006,0,0,-163.8874999999971,,,,,,,0.0,500000.0
2023-06-02T10:45:00+0530,43836.95697648639,43880.4,43936.3,43869.65,43899.412500000006,0,0,-90.16249999999854,,,,,,,0.0,500000.0
2023-06-02T11:00:00+0530,43853.3034882432,43907.85,43935.05,43882.45,43914.81249999999,0,0,-53.76250000001164,,,,,,,0.0,500000.0
2023-06-02T11:15:00+0530,43867.8767441216,43936.95,43938.8,43892.6,43922.350000000006,0,0,-18.88749999999709,,,,,,,0.0,500000.0
2023-06-02T11:30:00+0530,43880.2383720608,43920.95,43997.85,43910.55,43948.22499999999,0,0,76.38749999998981,Bank,25,0,Sell_exit,0.0,43948.22499999999,1033.7500000003274,501033.75000000035
2023-06-02T11:45:00+0530,43895.394186030404,43962.8,43988.2,43949.35,43969.175,0,0,195.4250000000029,Bank,25,1,Buy,43969.175,0,0.0,501033.75000000035
2023-06-02T12:00:00+0530,43922.372093015205,43978.65,43995.35,43967.2,43977.1125,0,0,2.150000000001455,,,,,,,0.0,501033.75000000035
2023-06-02T12:15:00+0530,43944.7860465076,43965.7,43976.15,43936.05,43960.762500000004,0,0,-13.400000000001455,Bank,25,0,Buy_Exit,0.0,43960.762500000004,-210.31249999996362,500823.43750000035
2023-06-02T12:30:00+0530,43940.418023253806,43963.9,44005.6,43957.95,43975.125,0,0,33.36250000000291,,,,,,,0.0,500823.43750000035
2023-06-02T12:45:00+0530,43949.1840116269,43972.5,43999.95,43971.05,43982.175,0,0,116.25,Bank,25,1,Buy,43982.175,0,0.0,500823.43750000035
2023-06-02T13:00:00+0530,43960.11700581345,43983.45,44061.15,43958.6,44011.3375,0,0,168.3874999999971,,,,,,,0.0,500823.43750000035
2023-06-02T13:15:00+0530,43959.358502906725,44041.45,44071.75,44019.7,44049.774999999994,0,0,184.29999999998836,,,,,,,0.0,500823.43750000035
2023-06-02T13:30:00+0530,43989.529251453365,44067.65,44074.65,44026.55,44057.675,0,0,158.2624999999971,,,,,,,0.0,500823.43750000035
2023-06-02T13:45:00+0530,44008.039625726684,44062.2,44088.9,44017.7,44053.2875,0,0,138.47500000000582,,,,,,,0.0,500823.43750000035
2023-06-02T14:00:00+0530,44012.86981286334,44049.3,44072.0,43935.15,44003.5875,0,0,81.23749999999563,,,,,,,0.0,500823.43750000035
2023-06-02T14:15:00+0530,43974.009906431675,43957.05,43957.05,43840.15,43916.2375,0,0,-31.98749999998836,Bank,25,0,Buy_Exit,0.0,43916.2375,-1648.4375,499175.00000000035
2023-06-02T14:30:00+0530,43907.07995321584,43910.4,43924.15,43844.3,43889.1375,0,0,-80.03750000000582,,,,,,,0.0,499175.00000000035
2023-06-02T14:45:00+0530,43875.68997660792,43878.6,43947.8,43860.8,43908.100000000006,0,0,-69.01249999999709,,,,,,,0.0,499175.00000000035
2023-06-02T15:00:00+0530,43868.244988303966,43942.25,44020.75,43942.25,43964.0375,0,0,3.2749999999941792,,,,,,,0.0,499175.00000000035
2023-06-02T15:15:00+0530,43905.24749415198,43950.25,43961.35,43852.3,43911.162500000006,0,0,-63.96249999999418,,,,,,,0.0,499175.00000000035
2023-06-05T09:15:00+0530,43878.77374707599,44103.25,44217.5,44103.25,44157.725,0,0,175.54999999999563,Bank,25,1,Buy,44157.725,0,0.0,499175.00000000035
2023-06-05T09:30:00+0530,43991.011873537995,44206.55,44215.4,44128.1,44187.137500000004,0,0,175.8000000000029,,,,,,,0.0,499175.00000000035
2023-06-05T09:45:00+0530,44059.555936769,44198.9,44245.7,44196.9,44215.1375,0,0,165.3625000000029,,,,,,,0.0,499175.00000000035
2023-06-05T10:00:00+0530,44128.2279683845,44222.6,44238.3,44189.5,44212.2875,0,0,154.61249999999563,,,,,,,0.0,499175.00000000035
2023-06-05T10:15:00+0530,44158.86398419225,44198.6,44230.0,44185.8,44200.262500000004,0,0,146.97500000000582,,,,,,,0.0,499175.00000000035
2023-06-05T10:30:00+0530,44172.33199209612,44187.25,44188.8,44151.95,44173.5625,0,0,169.97499999999854,,,,,,,0.0,499175.00000000035
2023-06-05T10:45:00+0530,44162.14099604806,44165.95,44212.55,44165.95,44186.9375,0,0,270.6999999999971,,,,,,,0.0,499175.00000000035
2023-06-05T11:00:00+0530,44164.04549802403,44204.75,44254.7,44195.95,44224.774999999994,0,0,335.6374999999971,,,,,,,0.0,499175.00000000035
2023-06-05T11:15:00+0530,44179.997749012015,44243.9,44261.95,44235.95,44250.5625,0,0,342.4624999999942,,,,,,,0.0,499175.00000000035
2023-06-05T11:30:00+0530,44207.973874506,44259.15,44260.05,44207.0,44236.325000000004,0,0,272.2875000000058,,,,,,,0.0,499175.00000000035
2023-06-05T11:45:00+0530,44207.486937253,44217.45,44227.5,44187.6,44205.612499999996,0,0,294.4499999999898,,,,,,,0.0,499175.00000000035
2023-06-05T12:00:00+0530,44197.5434686265,44187.7,44215.95,44158.85,44192.1875,0,0,34.462500000001455,,,,,,,0.0,499175.00000000035
2023-06-05T12:15:00+0530,44178.19673431325,44206.85,44220.35,44171.8,44201.0375,0,0,13.89999999999418,,,,,,,0.0,499175.00000000035
2023-06-05T12:30:00+0530,44174.99836715663,44203.8,44207.8,44182.65,44198.9375,0,0,-16.19999999999709,Bank,25,0,Buy_Exit,0.0,44198.9375,1030.3125000000364,500205.3125000004
2023-06-05T12:45:00+0530,44178.82418357831,44202.2,44226.15,44194.8,44210.40000000001,0,0,-1.8874999999898137,,,,,,,0.0,500205.3125000004
2023-06-05T13:00:00+0530,44186.81209178916,44219.7,44223.55,44165.85,44198.9375,0,0,-1.3250000000043656,,,,,,,0.0,500205.3125000004
2023-06-05T13:15:00+0530,44176.33104589458,44184.65,44245.9,44174.85,44205.1125,0,0,31.55000000000291,,,,,,,0.0,500205.3125000004
2023-06-05T13:30:00+0530,44175.590522947285,44215.2,44223.7,44195.3,44212.0625,0,0,25.125,,,,,,,0.0,500205.3125000004
2023-06-05T13:45:00+0530,44185.445261473644,44214.6,44251.15,44200.1,44227.7,0,0,2.9250000000029104,,,,,,,0.0,500205.3125000004
2023-06-05T14:00:00+0530,44192.77263073682,44245.25,44265.25,44182.6,44223.6375,0,0,-26.92500000000291,,,,,,,0.0,500205.3125000004
2023-06-05T14:15:00+0530,44187.68631536841,44204.45,44216.25,44168.5,44195.4875,0,0,-40.837500000001455,,,,,,,0.0,500205.3125000004
2023-06-05T14:30:00+0530,44178.093157684205,44194.55,44213.05,44173.5,44188.925,0,0,-16.687499999992724,,,,,,,0.0,500205.3125000004
2023-06-05T14:45:00+0530,44175.7965788421,44174.5,44194.75,44122.25,44160.7875,0,0,-31.400000000001455,,,,,,,0.0,500205.3125000004
2023-06-05T15:00:00+0530,44149.02328942105,44148.9,44153.85,44075.7,44125.1875,0,0,-75.84999999999854,,,,,,,0.0,500205.3125000004
2023-06-05T15:15:00+0530,44112.36164471052,44121.35,44149.3,44078.2,44112.149999999994,0,0,-86.78750000000582,,,,,,,0.0,500205.3125000004
2023-06-06T09:15:00+0530,44095.28082235526,44156.7,44181.95,44101.25,44154.7375,0,0,-55.66250000000582,,,,,,,0.0,500205.3125000004
2023-06-06T09:30:00+0530,44098.26541117763,44180.05,44187.0,44131.4,44162.275,0,0,-36.662499999998545,,,,,,,0.0,500205.3125000004
2023-06-06T09:45:00+0530,44114.832705588815,44151.65,44165.75,44084.15,44126.575,0,0,-78.53750000000582,,,,,,,0.0,500205.3125000004
2023-06-06T10:00:00+0530,44099.49135279441,44104.45,44119.1,44064.2,44093.225,0,0,-118.83750000000146,Bank,25,-1,Sell,44093.225,0,0.0,500205.3125000004
2023-06-06T10:15:00+0530,44081.845676397206,44082.25,44093.8,44054.0,44072.174999999996,0,0,-155.52500000000146,,,,,,,0.0,500205.3125000004
2023-06-06T10:30:00+0530,44067.9228381986,44059.4,44090.8,44055.9,44072.725000000006,0,0,-150.91249999999127,,,,,,,0.0,500205.3125000004
2023-06-06T10:45:00+0530,44061.9114190993,44082.4,44095.3,44027.0,44059.475000000006,0,0,-136.0124999999971,,,,,,,0.0,500205.3125000004
2023-06-06T11:00:00+0530,44044.45570954965,44032.55,44061.95,44011.0,44036.225,0,0,-152.70000000000437,,,,,,,0.0,500205.3125000004
2023-06-06T11:15:00+0530,44027.72785477483,44038.35,44072.55,44009.7,44047.462499999994,0,0,-113.32500000000437,,,,,,,0.0,500205.3125000004
2023-06-06T11:30:00+0530,44018.71392738741,44067.9,44083.0,44052.55,44067.375,0,0,-57.8125,,,,,,,0.0,500205.3125000004
2023-06-06T11:45:00+0530,44035.63196369371,44065.5,44104.3,44057.35,44077.425,0,0,-34.72499999999127,,,,,,,0.0,500205.3125000004
2023-06-06T12:00:00+0530,44046.49098184686,44082.6,44102.05,44066.45,44083.91249999999,0,0,-70.82500000001164,,,,,,,0.0,500205.3125000004
2023-06-06T12:15:00+0530,44056.47049092343,44082.7,44106.15,44069.8,44091.200000000004,0,0,-71.07499999999709,,,,,,,0.0,500205.3125000004
2023-06-06T12:30:00+0530,44063.135245461715,44107.5,44126.65,44081.3,44101.512500000004,0,0,-25.062499999992724,,,,,,,0.0,500205.3125000004
2023-06-06T12:45:00+0530,44072.21762273086,44092.25,44109.5,44054.05,44087.737499999996,0,0,-5.48750000000291,,,,,,,0.0,500205.3125000004
2023-06-06T13:00:00+0530,44063.133811365435,44094.3,44108.2,44078.3,44094.087499999994,0,0,21.912499999998545,Bank,25,0,Sell_exit,0.0,44094.087499999994,-21.56249999989086,500183.7500000005
2023-06-06T13:15:00+0530,44070.71690568272,44097.05,44098.45,44060.7,44084.4875,0,0,11.76249999999709,,,,,,,0.0,500183.7500000005
2023-06-06T13:30:00+0530,44065.708452841354,44078.75,44129.0,44077.15,44098.8125,0,0,39.33749999999418,,,,,,,0.0,500183.7500000005
2023-06-06T13:45:00+0530,44071.429226420674,44110.6,44136.1,44093.3,44115.9875,0,0,79.76250000000437,,,,,,,0.0,500183.7500000005
2023-06-06T14:00:00+0530,44082.36461321034,44123.5,44126.9,44069.75,44098.6875,0,0,51.22500000000582,,,,,,,0.0,500183.7500000005
2023-06-06T14:15:00+0530,44076.05730660517,44071.35,44098.1,44057.7,44077.1625,0,0,9.787499999998545,,,,,,,0.0,500183.7500000005
2023-06-06T14:30:00+0530,44066.878653302585,44080.7,44096.15,44036.1,44063.6875,0,0,-13.73750000000291,,,,,,,0.0,500183.7500000005
2023-06-06T14:45:00+0530,44051.489326651295,44041.6,44103.5,44036.75,44065.625,0,0,-18.28749999999127,,,,,,,0.0,500183.7500000005
2023-06-06T15:00:00+0530,44044.11966332565,44082.4,44233.95,44081.35,44154.262500000004,0,0,63.0625,,,,,,,0.0,500183.7500000005
2023-06-06T15:15:00+0530,44062.73483166282,44215.7,44235.9,44186.75,44211.9375,0,0,110.42499999999563,Bank,25,1,Buy,44211.9375,0,0.0,500183.7500000005
2023-06-07T09:15:00+0530,44124.74241583141,44318.7,44345.8,44232.85,44290.75,0,0,203.01250000000437,,,,,,,0.0,500183.7500000005
2023-06-07T09:30:00+0530,44178.7962079157,44265.65,44315.45,44257.9,44282.05,0,0,187.96250000000873,,,,,,,0.0,500183.7500000005
2023-06-07T09:45:00+0530,44218.34810395785,44292.75,44292.75,44238.7,44271.762500000004,0,0,187.27500000000146,,,,,,,0.0,500183.7500000005
2023-06-07T10:00:00+0530,44228.52405197892,44264.7,44273.05,44236.0,44259.7125,0,0,160.90000000000146,,,,,,,0.0,500183.7500000005
2023-06-07T10:15:00+0530,44232.26202598946,44264.45,44277.25,44251.8,44265.4,0,0,149.41249999999854,,,,,,,0.0,500183.7500000005
2023-06-07T10:30:00+0530,44242.03101299473,44270.1,44276.4,44198.9,44237.649999999994,0,0,138.96249999999418,,,,,,,0.0,500183.7500000005
2023-06-07T10:45:00+0530,44220.46550649736,44207.35,44207.45,44173.95,44196.0,0,0,118.83750000000146,,,,,,,0.0,500183.7500000005
2023-06-07T11:00:00+0530,44197.20775324868,44195.7,44225.75,44180.0,44203.175,0,0,139.4875000000029,,,,,,,0.0,500183.7500000005
2023-06-07T11:15:00+0530,44188.603876624344,44209.8,44227.4,44165.7,44192.675,0,0,127.05000000000291,,,,,,,0.0,500183.7500000005
2023-06-07T11:30:00+0530,44177.15193831217,44166.85,44177.3,44153.35,44165.3375,0,0,11.07499999999709,,,,,,,0.0,500183.7500000005
2023-06-07T11:45:00+0530,44165.250969156084,44162.65,44184.3,44153.15,44166.7375,0,0,-45.19999999999709,Bank,25,0,Buy_Exit,0.0,44166.7375,-1129.9999999999272,499053.7500000006
2023-06-07T12:00:00+0530,44159.20048457805,44168.3,44185.35,44148.65,44165.837499999994,0,0,-124.91250000000582,Bank,25,-1,Sell,44165.837499999994,0,0.0,499053.7500000006
2023-06-07T12:15:00+0530,44153.92524228903,44158.15,44206.55,44157.05,44179.425,0,0,-102.625,,,,,,,0.0,499053.7500000006
2023-06-07T12:30:00+0530,44155.487621144515,44195.8,44225.6,44176.2,44204.8875,0,0,-66.87500000000728,,,,,,,0.0,499053.7500000006
2023-06-07T12:45:00+0530,44165.84381057226,44222.65,44239.55,44204.0,44217.6125,0,0,-42.099999999998545,,,,,,,0.0,499053.7500000006
2023-06-07T13:00:00+0530,44184.92190528613,44205.05,44230.1,44192.05,44210.3625,0,0,-55.037499999998545,,,,,,,0.0,499053.7500000006
2023-06-07T13:15:00+0530,44188.48595264307,44215.3,44224.15,44185.1,44204.71250000001,0,0,-32.93749999998545,,,,,,,0.0,499053.7500000006
2023-06-07T13:30:00+0530,44186.792976321536,44195.4,44206.6,44148.9,44179.45,0,0,-16.55000000000291,,,,,,,0.0,499053.7500000006
2023-06-07T13:45:00+0530,44167.846488160765,44166.75,44194.05,44166.05,44180.037500000006,0,0,-23.13749999999709,,,,,,,0.0,499053.7500000006
2023-06-07T14:00:00+0530,44166.948244080384,44193.05,44221.35,44168.05,44188.725000000006,0,0,-3.9499999999970896,,,,,,,0.0,499053.7500000006
2023-06-07T14:15:00+0530,44167.49912204019,44170.85,44237.7,44164.25,44201.799999999996,0,0,36.46249999999418,Bank,25,0,Sell_exit,0.0,44201.799999999996,-899.0625000000364,498154.6875000005
2023-06-07T14:30:00+0530,44165.8745610201,44232.55,44236.5,44191.35,44223.212499999994,0,0,56.47499999999127,,,,,,,0.0,498154.6875000005
2023-06-07T14:45:00+0530,44178.612280510046,44234.5,44259.4,44214.8,44241.0,0,0,75.16250000000582,,,,,,,0.0,498154.6875000005
2023-06-07T15:00:00+0530,44196.706140255024,44254.15,44286.0,44243.7,44266.12499999999,0,0,86.69999999998981,,,,,,,0.0,498154.6875000005
2023-06-07T15:15:00+0530,44220.20307012751,44281.55,44293.45,44261.15,44278.9375,0,0,74.05000000000291,,,,,,,0.0,498154.6875000005
2023-06-08T09:15:00+0530,44240.67653506376,44208.3,44279.05,44208.3,44240.6125,0,0,23.0,,,,,,,0.0,498154.6875000005
2023-06-08T09:30:00+0530,44224.48826753188,44266.45,44305.3,44256.6,44279.8625,0,0,69.5,,,,,,,0.0,498154.6875000005
2023-06-08T09:45:00+0530,44240.54413376594,44288.95,44384.1,44287.6,44334.875,0,0,130.16249999999127,Bank,25,1,Buy,44334.875,0,0.0,498154.6875000005
2023-06-08T10:00:00+0530,44264.072066882974,44379.65,44435.75,44347.65,44392.25,0,0,212.8000000000029,,,,,,,0.0,498154.6875000005
2023-06-08T10:15:00+0530,44305.861033441484,44406.75,44452.05,44400.5,44417.0125,0,0,236.97499999999127,,,,,,,0.0,498154.6875000005
2023-06-08T10:30:00+0530,44353.18051672074,44410.75,44450.2,44394.05,44422.9625,0,0,234.23749999999563,,,,,,,0.0,498154.6875000005
2023-06-08T10:45:00+0530,44373.61525836037,44437.15,44458.15,44423.45,44440.4125,0,0,238.6125000000029,,,,,,,0.0,498154.6875000005
2023-06-08T11:00:00+0530,44398.53262918018,44443.7,44444.6,44415.05,44433.274999999994,0,0,210.0625,,,,,,,0.0,498154.6875000005
2023-06-08T11:15:00+0530,44406.7913145901,44429.4,44443.9,44404.0,44425.6625,0,0,184.66249999999854,,,,,,,0.0,498154.6875000005
2023-06-08T11:30:00+0530,44405.39565729505,44425.65,44452.55,44378.5,44409.6875,0,0,143.56250000000728,,,,,,,0.0,498154.6875000005
2023-06-08T11:45:00+0530,44391.94782864752,44381.35,44415.65,44298.5,44349.1875,0,0,70.25,,,,,,,0.0,498154.6875000005
2023-06-08T12:00:00+0530,44345.22391432376,44301.25,44304.95,44254.6,44291.1,0,0,50.487499999995634,,,,,,,0.0,498154.6875000005
2023-06-08T12:15:00+0530,44299.91195716188,44300.8,44302.4,44251.2,44284.925,0,0,5.0625,,,,,,,0.0,498154.6875000005
2023-06-08T12:30:00+0530,44275.55597858094,44286.25,44291.0,44209.9,44265.087499999994,0,0,-69.78750000000582,Bank,25,0,Buy_Exit,0.0,44265.087499999994,-1744.6875000001455,496410.0000000004
2023-06-08T12:45:00+0530,44242.72798929047,44273.4,44286.9,44240.85,44271.675,0,0,-120.57499999999709,Bank,25,-1,Sell,44271.675,0,0.0,496410.0000000004
2023-06-08T13:00:00+0530,44241.788994645234,44285.7,44290.25,44214.05,44258.9125,0,0,-158.09999999999854,,,,,,,0.0,496410.0000000004
2023-06-08T13:15:00+0530,44227.91949732262,44245.0,44280.2,44222.7,44252.375,0,0,-170.58750000000146,,,,,,,0.0,496410.0000000004
2023-06-08T13:30:00+0530,44225.30974866131,44260.5,44289.25,44210.8,44261.1375,0,0,-179.27500000000146,,,,,,,0.0,496410.0000000004
2023-06-08T13:45:00+0530,44218.05487433066,44283.55,44348.9,44277.8,44311.9875,0,0,-121.28749999999127,,,,,,,0.0,496410.0000000004
2023-06-08T14:00:00+0530,44247.92743716533,44337.8,44347.0,44172.9,44270.9625,0,0,-154.6999999999971,,,,,,,0.0,496410.0000000004
2023-06-08T14:15:00+0530,44210.41371858267,44225.45,44242.25,44184.9,44215.0125,0,0,-194.6750000000029,,,,,,,0.0,496410.0000000004
2023-06-08T14:30:00+0530,44197.65685929134,44205.25,44248.2,44193.8,44219.05,0,0,-130.1374999999971,,,,,,,0.0,496410.0000000004
2023-06-08T14:45:00+0530,44195.72842964567,44230.5,44231.7,44048.15,44145.537500000006,0,0,-145.56249999999272,,,,,,,0.0,496410.0000000004
2023-06-08T15:00:00+0530,44121.939214822836,44078.7,44103.45,43964.0,44027.9375,0,0,-256.9875000000029,,,,,,,0.0,496410.0000000004
2023-06-08T15:15:00+0530,44042.96960741142,43966.85,44024.8,43918.1,43979.3625,0,0,-285.72499999999127,,,,,,,0.0,496410.0000000004
2023-06-09T09:15:00+0530,43980.53480370571,44045.75,44117.6,43998.05,44055.7375,0,0,-215.9375,,,,,,,0.0,496410.0000000004
2023-06-09T09:30:00+0530,43989.29240185286,44064.35,44083.85,43934.5,44020.262500000004,0,0,-238.64999999999418,,,,,,,0.0,496410.0000000004
2023-06-09T09:45:00+0530,43961.89620092643,43999.75,44177.65,43997.6,44086.2375,0,0,-166.1374999999971,,,,,,,0.0,496410.0000000004
2023-06-09T10:00:00+0530,43979.74810046321,44168.3,44218.05,44134.7,44171.5625,0,0,-89.57499999999709,,,,,,,0.0,496410.0000000004
2023-06-09T10:15:00+0530,44057.224050231605,44161.5,44177.65,44115.9,44142.737499999996,0,0,-169.25000000000728,,,,,,,0.0,496410.0000000004
2023-06-09T10:30:00+0530,44086.5620251158,44114.45,44171.75,44107.1,44134.274999999994,0,0,-136.68750000000728,,,,,,,0.0,496410.0000000004
2023-06-09T10:45:00+0530,44096.8310125579,44144.5,44158.55,44111.65,44135.700000000004,0,0,-79.31249999999272,,,,,,,0.0,496410.0000000004
2023-06-09T11:00:00+0530,44104.24050627895,44127.4,44166.8,44075.25,44127.137500000004,0,0,-91.91249999999854,,,,,,,0.0,496410.0000000004
2023-06-09T11:15:00+0530,44089.745253139474,44140.5,44165.6,44132.25,44144.675,0,0,-0.8625000000029104,,,,,,,0.0,496410.0000000004
2023-06-09T11:30:00+0530,44110.99762656973,44139.3,44157.65,44103.55,44131.4,0,0,103.46250000000146,Bank,25,0,Sell_exit,0.0,44131.4,3506.8750000000364,499916.87500000047
2023-06-09T11:45:00+0530,44107.27381328487,44123.35,44169.5,44123.35,44143.100000000006,0,0,163.7375000000029,Bank,25,1,Buy,44143.100000000006,0,0.0,499916.87500000047
2023-06-09T12:00:00+0530,44115.31190664243,44156.1,44179.45,44138.65,44159.0625,0,0,103.32499999999709,,,,,,,0.0,499916.87500000047
2023-06-09T12:15:00+0530,44126.98095332122,44162.25,44167.85,44128.6,44152.65,0,0,132.3874999999971,,,,,,,0.0,499916.87500000047
2023-06-09T12:30:00+0530,44127.79047666061,44152.3,44199.25,44089.95,44133.925,0,0,47.6875,,,,,,,0.0,499916.87500000047
2023-06-09T12:45:00+0530,44108.8702383303,44094.2,44094.2,44030.5,44066.024999999994,0,0,-105.53750000000582,Bank,25,0,Buy_Exit,0.0,44066.024999999994,-1926.875000000291,497990.0000000001
2023-06-09T13:00:00+0530,44069.68511916515,44047.9,44095.4,44031.95,44067.125,0,0,-75.61249999999563,,,,,,,0.0,497990.0000000001
2023-06-09T13:15:00+0530,44050.817559582574,44092.3,44108.35,44021.85,44061.9,0,0,-72.37499999999272,,,,,,,0.0,497990.0000000001
2023-06-09T13:30:00+0530,44036.33377979128,44025.8,44076.95,44020.7,44044.425,0,0,-91.27500000000146,,,,,,,0.0,497990.0000000001
2023-06-09T13:45:00+0530,44028.51688989564,44055.15,44080.5,43978.95,44029.487499999996,0,0,-97.65000000000873,,,,,,,0.0,497990.0000000001
2023-06-09T14:00:00+0530,44003.73344494782,44002.7,44020.4,43973.7,43996.0625,0,0,-148.6125000000029,Bank,25,-1,Sell,43996.0625,0,0.0,497990.0000000001
2023-06-09T14:15:00+0530,43988.71672247391,43986.05,43994.8,43954.35,43980.575000000004,0,0,-150.8249999999971,,,,,,,0.0,497990.0000000001
2023-06-09T14:30:00+0530,43971.53336123696,43986.95,44066.65,43974.05,44003.12500000001,0,0,-139.97499999999854,,,,,,,0.0,497990.0000000001
2023-06-09T14:45:00+0530,43972.79168061848,43986.7,44021.55,43962.25,43993.0,0,0,-166.0625,,,,,,,0.0,497990.0000000001
2023-06-09T15:00:00+0530,43967.52084030924,44006.25,44018.75,43970.8,43997.2625,0,0,-155.38750000000437,,,,,,,0.0,497990.0000000001
2023-06-09T15:15:00+0530,43969.16042015462,43993.05,44010.0,43970.9,43991.137500000004,0,0,-142.78749999999854,,,,,,,0.0,497990.0000000001
2023-06-12T09:15:00+0530,43970.03021007731,44035.2,44092.2,43922.5,44009.9875,0,0,-56.03749999999127,,,,,,,0.0,497990.0000000001
2023-06-12T09:30:00+0530,43946.265105038656,43992.6,44053.95,43960.5,43997.325,0,0,-69.80000000000291,,,,,,,0.0,497990.0000000001
2023-06-12T09:45:00+0530,43953.382552519324,43989.95,44018.3,43940.5,43978.9125,0,0,-82.98750000000291,,,,,,,0.0,497990.0000000001
2023-06-12T10:00:00+0530,43946.94127625966,43971.2,43993.6,43949.8,43971.09999999999,0,0,-73.32500000001164,,,,,,,0.0,497990.0000000001
2023-06-12T10:15:00+0530,43948.37063812983,43971.2,44029.1,43961.1,43994.2,0,0,-35.287499999998545,,,,,,,0.0,497990.0000000001
